study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJDB4176	DRP004793	SAMD00164823	DRS091175	DRX162125	DRR171513	DRA008156	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500		800	PAIRED	WGS	METAGENOMIC	RANDOM	15383038	4445435126	TITECH	2019-03-24	2019-03-24	Illumina HiSeq 2500 paired end sequencing; Illumina HiSeq 2500 paired end sequencing of SAMD00164823	metagenomic data from human fecal samples	DRP004793	DRX162125	DRR171513	70718187;1513531549;1602210026	aad2195e675c2c825a8ae50b4d7ec45f;767da6c7b7d22dae26374e71ead79656;a137ad7d9930df43d62700fe80463595	ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171513/DRR171513.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171513/DRR171513_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171513/DRR171513_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171513/DRR171513.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171513/DRR171513_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171513/DRR171513_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171513/DRR171513.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171513/DRR171513_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171513/DRR171513_2.fastq.gz							2431557158	595231e05b961442f949e138a6445075	ftp.sra.ebi.ac.uk/vol1/drr/DRR171/DRR171513	fasp.sra.ebi.ac.uk:/vol1/drr/DRR171/DRR171513	ftp.sra.ebi.ac.uk/vol1/drr/DRR171/DRR171513				SAMD00164823		human feces_10889	0	2019-03-24
PRJDB4176	DRP004793	SAMD00164824	DRS091176	DRX162126	DRR171514	DRA008156	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500		800	PAIRED	WGS	METAGENOMIC	RANDOM	16422899	4810619128	TITECH	2019-03-24	2019-03-24	Illumina HiSeq 2500 paired end sequencing; Illumina HiSeq 2500 paired end sequencing of SAMD00164824	metagenomic data from human fecal samples	DRP004793	DRX162126	DRR171514	22718025;1278539789;1360772943	f8d0d6146fce7e46f79cdfbcdb9202a3;cbc31304324f8a2bef84b86217ef8eb8;ea5462e736baf740b4b85a18ff269cb1	ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171514/DRR171514.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171514/DRR171514_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171514/DRR171514_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171514/DRR171514.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171514/DRR171514_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171514/DRR171514_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171514/DRR171514.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171514/DRR171514_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171514/DRR171514_2.fastq.gz							1943735630	ba275d8ef23988063ac0466b10a94e64	ftp.sra.ebi.ac.uk/vol1/drr/DRR171/DRR171514	fasp.sra.ebi.ac.uk:/vol1/drr/DRR171/DRR171514	ftp.sra.ebi.ac.uk/vol1/drr/DRR171/DRR171514				SAMD00164824		human feces_10890	0	2019-03-24
PRJDB4176	DRP004793	SAMD00164825	DRS091177	DRX162127	DRR171515	DRA008156	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500		800	PAIRED	WGS	METAGENOMIC	RANDOM	20440882	5805740766	TITECH	2019-03-24	2019-03-24	Illumina HiSeq 2500 paired end sequencing; Illumina HiSeq 2500 paired end sequencing of SAMD00164825	metagenomic data from human fecal samples	DRP004793	DRX162127	DRR171515	22595552;1549779992;1613049826	69cfc45fac160ef02a4efe46b0edbb53;e6640a9c0374a3c479650fbec38337b1;36a678be50b6a33fc9b5fdf866648be1	ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171515/DRR171515.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171515/DRR171515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171515/DRR171515_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171515/DRR171515.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171515/DRR171515_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171515/DRR171515_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171515/DRR171515.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171515/DRR171515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171515/DRR171515_2.fastq.gz							2335890120	099af2dd106aff24b7f4c54b16aedaee	ftp.sra.ebi.ac.uk/vol1/drr/DRR171/DRR171515	fasp.sra.ebi.ac.uk:/vol1/drr/DRR171/DRR171515	ftp.sra.ebi.ac.uk/vol1/drr/DRR171/DRR171515				SAMD00164825		human feces_10907	0	2019-03-24
PRJDB4176	DRP004793	SAMD00164826	DRS091178	DRX162128	DRR171516	DRA008156	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500		800	PAIRED	WGS	METAGENOMIC	RANDOM	10332935	3017475505	TITECH	2019-03-24	2019-03-24	Illumina HiSeq 2500 paired end sequencing; Illumina HiSeq 2500 paired end sequencing of SAMD00164826	metagenomic data from human fecal samples	DRP004793	DRX162128	DRR171516	19440522;800891686;859043476	198ec1789caea16ab7dd57fbdb11e9a8;1e89a7c795183aa91b6d30a7fd8f1e69;65c33dbcd7ca76ada87e93e43fc1a81f	ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171516/DRR171516.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171516/DRR171516_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171516/DRR171516_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171516/DRR171516.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171516/DRR171516_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171516/DRR171516_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171516/DRR171516.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171516/DRR171516_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171516/DRR171516_2.fastq.gz							1229456112	18998e255aa85241fa9672145c6de77f	ftp.sra.ebi.ac.uk/vol1/drr/DRR171/DRR171516	fasp.sra.ebi.ac.uk:/vol1/drr/DRR171/DRR171516	ftp.sra.ebi.ac.uk/vol1/drr/DRR171/DRR171516				SAMD00164826		human feces_10911	0	2019-03-24
PRJDB4176	DRP004793	SAMD00164827	DRS091179	DRX162129	DRR171517	DRA008156	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500		800	PAIRED	WGS	METAGENOMIC	RANDOM	11797319	3455453169	TITECH	2019-03-24	2019-03-24	Illumina HiSeq 2500 paired end sequencing; Illumina HiSeq 2500 paired end sequencing of SAMD00164827	metagenomic data from human fecal samples	DRP004793	DRX162129	DRR171517	31909319;917190987;1000370013	1ca9373d71fbea9568815045e298485c;7c164b81359c8abb3864e5daec4691d2;0b1dcb5583ec7465fb4aa8a949b48bfa	ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171517/DRR171517.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171517/DRR171517_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171517/DRR171517_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171517/DRR171517.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171517/DRR171517_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171517/DRR171517_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171517/DRR171517.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171517/DRR171517_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171517/DRR171517_2.fastq.gz							1428648771	3cad75955fdbfa54413f5eea46f11137	ftp.sra.ebi.ac.uk/vol1/drr/DRR171/DRR171517	fasp.sra.ebi.ac.uk:/vol1/drr/DRR171/DRR171517	ftp.sra.ebi.ac.uk/vol1/drr/DRR171/DRR171517				SAMD00164827		human feces_10913	0	2019-03-24
PRJDB4176	DRP004793	SAMD00164828	DRS091180	DRX162130	DRR171518	DRA008156	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500		800	PAIRED	WGS	METAGENOMIC	RANDOM	9031452	2637550989	TITECH	2019-03-24	2019-03-24	Illumina HiSeq 2500 paired end sequencing; Illumina HiSeq 2500 paired end sequencing of SAMD00164828	metagenomic data from human fecal samples	DRP004793	DRX162130	DRR171518	15625104;704906062;752095102	87cc1f66d1dfc08f05c820d5ae5c5d2b;a2b085ae7b08a1ff3944e9fdc13f7028;3cd8801139f7c8d494212f7bf6ea0a57	ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171518/DRR171518.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171518/DRR171518_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171518/DRR171518_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171518/DRR171518.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171518/DRR171518_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171518/DRR171518_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171518/DRR171518.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171518/DRR171518_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171518/DRR171518_2.fastq.gz							1077478034	a1bfe18ab1533b10fae49d004fc12874	ftp.sra.ebi.ac.uk/vol1/drr/DRR171/DRR171518	fasp.sra.ebi.ac.uk:/vol1/drr/DRR171/DRR171518	ftp.sra.ebi.ac.uk/vol1/drr/DRR171/DRR171518				SAMD00164828		human feces_10924	0	2019-03-24
PRJDB4176	DRP004793	SAMD00164829	DRS091181	DRX162131	DRR171519	DRA008156	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500		800	PAIRED	WGS	METAGENOMIC	RANDOM	19594560	5724199925	TITECH	2019-03-24	2019-03-24	Illumina HiSeq 2500 paired end sequencing; Illumina HiSeq 2500 paired end sequencing of SAMD00164829	metagenomic data from human fecal samples	DRP004793	DRX162131	DRR171519	41294597;1826347245;1979086164	cb9cde13a8e9d65b6c8e0dd99bb5c090;54f85df7b5b34de1cb76f0ce173605d8;a369318ff9315fac6ae9ac4644d7149e	ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171519/DRR171519.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171519/DRR171519_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171519/DRR171519_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171519/DRR171519.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171519/DRR171519_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171519/DRR171519_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171519/DRR171519.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171519/DRR171519_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171519/DRR171519_2.fastq.gz							2903248519	6745422364c04136c8aff90e92f810d6	ftp.sra.ebi.ac.uk/vol1/drr/DRR171/DRR171519	fasp.sra.ebi.ac.uk:/vol1/drr/DRR171/DRR171519	ftp.sra.ebi.ac.uk/vol1/drr/DRR171/DRR171519				SAMD00164829		human feces_10931	0	2019-03-24
PRJDB4176	DRP004793	SAMD00164830	DRS091182	DRX162132	DRR171520	DRA008156	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500		800	PAIRED	WGS	METAGENOMIC	RANDOM	19523557	5713081557	TITECH	2019-03-24	2019-03-24	Illumina HiSeq 2500 paired end sequencing; Illumina HiSeq 2500 paired end sequencing of SAMD00164830	metagenomic data from human fecal samples	DRP004793	DRX162132	DRR171520	48008905;1821124621;1969479877	4b4e66cccc5e5af56ea5be9cc44ff220;50c08f4024436ccdccb32dd0cbd23be7;3a4a31bc210c0e61ee0cfcb650abee3a	ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171520/DRR171520.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171520/DRR171520_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171520/DRR171520_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171520/DRR171520.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171520/DRR171520_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171520/DRR171520_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171520/DRR171520.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171520/DRR171520_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171520/DRR171520_2.fastq.gz							2899209642	a5e7e87de211f882454b3f5328fa0029	ftp.sra.ebi.ac.uk/vol1/drr/DRR171/DRR171520	fasp.sra.ebi.ac.uk:/vol1/drr/DRR171/DRR171520	ftp.sra.ebi.ac.uk/vol1/drr/DRR171/DRR171520				SAMD00164830		human feces_10934	0	2019-03-24
PRJDB4176	DRP004793	SAMD00164831	DRS091183	DRX162133	DRR171521	DRA008156	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500		800	PAIRED	WGS	METAGENOMIC	RANDOM	11559950	3386461556	TITECH	2019-03-24	2019-03-24	Illumina HiSeq 2500 paired end sequencing; Illumina HiSeq 2500 paired end sequencing of SAMD00164831	metagenomic data from human fecal samples	DRP004793	DRX162133	DRR171521	25008095;898964232;972768656	a456540689df8b9ca667e4fa0e0eb70f;0d1255c75c271a75d2e6c538ba5a8f40;d0254bd10f7315a0a0b06afa7462d38f	ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171521/DRR171521.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171521/DRR171521_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171521/DRR171521_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171521/DRR171521.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171521/DRR171521_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171521/DRR171521_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171521/DRR171521.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171521/DRR171521_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171521/DRR171521_2.fastq.gz							1388496050	dc41fa20e5e870965de01c5f7443ef03	ftp.sra.ebi.ac.uk/vol1/drr/DRR171/DRR171521	fasp.sra.ebi.ac.uk:/vol1/drr/DRR171/DRR171521	ftp.sra.ebi.ac.uk/vol1/drr/DRR171/DRR171521				SAMD00164831		human feces_10935	0	2019-03-24
PRJDB4176	DRP004793	SAMD00164832	DRS091184	DRX162134	DRR171522	DRA008156	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500		800	PAIRED	WGS	METAGENOMIC	RANDOM	18767595	5473195776	TITECH	2019-03-24	2019-03-24	Illumina HiSeq 2500 paired end sequencing; Illumina HiSeq 2500 paired end sequencing of SAMD00164832	metagenomic data from human fecal samples	DRP004793	DRX162134	DRR171522	49453943;1550275206;1667746227	7e39665a2a5f6004ad5fa207bb9bfc86;5d1d202a161fd45d8fc08397fee51e71;344b6ac397e0c4720fbe00b7885cb887	ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171522/DRR171522.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171522/DRR171522_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171522/DRR171522_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171522/DRR171522.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171522/DRR171522_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171522/DRR171522_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171522/DRR171522.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171522/DRR171522_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171522/DRR171522_2.fastq.gz							2412499450	b4ad05f6459ef0aec02b2e526a78b6af	ftp.sra.ebi.ac.uk/vol1/drr/DRR171/DRR171522	fasp.sra.ebi.ac.uk:/vol1/drr/DRR171/DRR171522	ftp.sra.ebi.ac.uk/vol1/drr/DRR171/DRR171522				SAMD00164832		human feces_10938	0	2019-03-24
PRJDB4176	DRP004793	SAMD00164833	DRS091185	DRX162135	DRR171523	DRA008156	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500		800	PAIRED	WGS	METAGENOMIC	RANDOM	13927768	4052659543	TITECH	2019-03-24	2019-03-24	Illumina HiSeq 2500 paired end sequencing; Illumina HiSeq 2500 paired end sequencing of SAMD00164833	metagenomic data from human fecal samples	DRP004793	DRX162135	DRR171523	35091947;1149321933;1239094444	f1021811fac338bd07d4a946e3ffeb6f;c0d2ba1ca7ec75052fedf0dea3a77f48;7ac36729a2b5eedf7b868bacec75a19a	ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171523/DRR171523.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171523/DRR171523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171523/DRR171523_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171523/DRR171523.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171523/DRR171523_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171523/DRR171523_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171523/DRR171523.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171523/DRR171523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171523/DRR171523_2.fastq.gz							1792787511	b13f61950b03c2d028bad55ff8d62ab7	ftp.sra.ebi.ac.uk/vol1/drr/DRR171/DRR171523	fasp.sra.ebi.ac.uk:/vol1/drr/DRR171/DRR171523	ftp.sra.ebi.ac.uk/vol1/drr/DRR171/DRR171523				SAMD00164833		human feces_10947	0	2019-03-24
PRJDB4176	DRP004793	SAMD00164834	DRS091186	DRX162136	DRR171524	DRA008156	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500		800	PAIRED	WGS	METAGENOMIC	RANDOM	14033695	4092703392	TITECH	2019-03-24	2019-03-24	Illumina HiSeq 2500 paired end sequencing; Illumina HiSeq 2500 paired end sequencing of SAMD00164834	metagenomic data from human fecal samples	DRP004793	DRX162136	DRR171524	35538034;1313278981;1422810942	a8e441ce7fdaf70efe8cbedc21f4dfa8;614c2d8bfc8eefe6ee57800f638c44e7;ab005a183f8fa6b01d69de2fa08c40bf	ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171524/DRR171524.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171524/DRR171524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171524/DRR171524_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171524/DRR171524.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171524/DRR171524_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171524/DRR171524_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171524/DRR171524.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171524/DRR171524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171524/DRR171524_2.fastq.gz							2096208033	1a99b1728d7c21db04a10e18ce623af2	ftp.sra.ebi.ac.uk/vol1/drr/DRR171/DRR171524	fasp.sra.ebi.ac.uk:/vol1/drr/DRR171/DRR171524	ftp.sra.ebi.ac.uk/vol1/drr/DRR171/DRR171524				SAMD00164834		human feces_10967	0	2019-03-24
PRJDB4176	DRP004793	SAMD00164835	DRS091187	DRX162137	DRR171525	DRA008156	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500		800	PAIRED	WGS	METAGENOMIC	RANDOM	14575470	4227252749	TITECH	2019-03-24	2019-03-24	Illumina HiSeq 2500 paired end sequencing; Illumina HiSeq 2500 paired end sequencing of SAMD00164835	metagenomic data from human fecal samples	DRP004793	DRX162137	DRR171525	39708657;1200559732;1293607239	9932feb9e25206316bba30179b94de2e;91a1203da5dda5f829f3901eb558f71e;a2cc12211647046de599d717b347ca3f	ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171525/DRR171525.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171525/DRR171525_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171525/DRR171525_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171525/DRR171525.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171525/DRR171525_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171525/DRR171525_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171525/DRR171525.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171525/DRR171525_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171525/DRR171525_2.fastq.gz							1876346181	629d40c09afd7d5b046b4b32dcc2b8b6	ftp.sra.ebi.ac.uk/vol1/drr/DRR171/DRR171525	fasp.sra.ebi.ac.uk:/vol1/drr/DRR171/DRR171525	ftp.sra.ebi.ac.uk/vol1/drr/DRR171/DRR171525				SAMD00164835		human feces_10968	0	2019-03-24
PRJDB4176	DRP004793	SAMD00164836	DRS091188	DRX162138	DRR171526	DRA008156	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500		800	PAIRED	WGS	METAGENOMIC	RANDOM	21258918	6195102682	TITECH	2019-03-24	2019-03-24	Illumina HiSeq 2500 paired end sequencing; Illumina HiSeq 2500 paired end sequencing of SAMD00164836	metagenomic data from human fecal samples	DRP004793	DRX162138	DRR171526	90384946;2022800193;2134145377	b58aed03942e6f977bf7a92c70ea9385;36447ad01200a2c6c80e656f3db32ec0;bb28e053922468b260e1af03d0a42ff8	ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171526/DRR171526.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171526/DRR171526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171526/DRR171526_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171526/DRR171526.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171526/DRR171526_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171526/DRR171526_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171526/DRR171526.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171526/DRR171526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171526/DRR171526_2.fastq.gz							3195886074	2ddc7c5da6c8b805a33e12de500f56e4	ftp.sra.ebi.ac.uk/vol1/drr/DRR171/DRR171526	fasp.sra.ebi.ac.uk:/vol1/drr/DRR171/DRR171526	ftp.sra.ebi.ac.uk/vol1/drr/DRR171/DRR171526				SAMD00164836		human feces_10975	0	2019-03-24
PRJDB4176	DRP004793	SAMD00164837	DRS091189	DRX162139	DRR171527	DRA008156	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500		800	PAIRED	WGS	METAGENOMIC	RANDOM	19281714	5498411373	TITECH	2019-03-24	2019-03-24	Illumina HiSeq 2500 paired end sequencing; Illumina HiSeq 2500 paired end sequencing of SAMD00164837	metagenomic data from human fecal samples	DRP004793	DRX162139	DRR171527	44598985;1583306641;1679848062	45c4eb2ee786e04e3dc48030f9af1289;85e000645577ee30d7363ef75379082a;de4f49a9e221849196c5e167f7d81248	ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171527/DRR171527.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171527/DRR171527_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171527/DRR171527_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171527/DRR171527.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171527/DRR171527_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/DRR171/DRR171527/DRR171527_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171527/DRR171527.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171527/DRR171527_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR171/DRR171527/DRR171527_2.fastq.gz							2452684126	d86a5efb4b59f4c8eb1f3897a6c36206	ftp.sra.ebi.ac.uk/vol1/drr/DRR171/DRR171527	fasp.sra.ebi.ac.uk:/vol1/drr/DRR171/DRR171527	ftp.sra.ebi.ac.uk/vol1/drr/DRR171/DRR171527				SAMD00164837		human feces_10976	0	2019-03-24
