study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJNA447983	SRP136711	SAMN08814039	SRS3104964	SRX3862909	SRR6915101	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	VF251		PAIRED	WGS	METAGENOMIC	RANDOM	23197523	4612362125	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: VF251	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	VF251	LILT_VF251_T017_R2.fastq.bz2	1490727121;1514739084	2df0081854d79c4903d0f9532643d6fb;933100bbac803d3b6083c229075eeed0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/001/SRR6915101/SRR6915101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/001/SRR6915101/SRR6915101_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/001/SRR6915101/SRR6915101_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/001/SRR6915101/SRR6915101_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/001/SRR6915101/SRR6915101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/001/SRR6915101/SRR6915101_2.fastq.gz							2221237215	7172445451f72bad1fb78803df853250	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/001/SRR6915101	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/001/SRR6915101	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/001/SRR6915101				VF251		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08814030	SRS3104962	SRX3862908	SRR6915102	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	VF234		PAIRED	WGS	METAGENOMIC	RANDOM	29674203	5894505490	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: VF234	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	VF234	LILT_VF234_T017_R2.fastq.bz2	1924581681;1970588699	3735f7f2502a6fda81f7fe6d2d4fe4b7;050cfb69ca97345d7dadcb737ced8934	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/002/SRR6915102/SRR6915102_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/002/SRR6915102/SRR6915102_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/002/SRR6915102/SRR6915102_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/002/SRR6915102/SRR6915102_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/002/SRR6915102/SRR6915102_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/002/SRR6915102/SRR6915102_2.fastq.gz							2882420216	1348389161ba6326c7af14465d9d7051	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/002/SRR6915102	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/002/SRR6915102	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/002/SRR6915102				VF234		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08813971	SRS3104961	SRX3862907	SRR6915103	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	SBJ27C		PAIRED	WGS	METAGENOMIC	RANDOM	17661211	3502120927	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: SBJ27C	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	SBJ27C	CRC_MR_SBJ27C_17_R1.fastq.bz2	1157015913;1140393131	105a35c8c97f5b49b447127149794d6e;292b9be6131125b497db2cb95c9c1912	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/003/SRR6915103/SRR6915103_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/003/SRR6915103/SRR6915103_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/003/SRR6915103/SRR6915103_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/003/SRR6915103/SRR6915103_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/003/SRR6915103/SRR6915103_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/003/SRR6915103/SRR6915103_2.fastq.gz							1700965022	e5f69dec7125bf4e8170483afe56546e	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/003/SRR6915103	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/003/SRR6915103	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/003/SRR6915103				SBJ27C		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08813956	SRS3104960	SRX3862906	SRR6915104	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	SBJ26C		PAIRED	WGS	METAGENOMIC	RANDOM	19929853	3954423129	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: SBJ26C	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	SBJ26C	CRC_MR_SBJ26C_17_R2.fastq.bz2	1280180041;1274606571	525d6c7b8dd318238be088c564e79558;006624ba5027a8a29040ff94235e75b3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/004/SRR6915104/SRR6915104_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/004/SRR6915104/SRR6915104_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/004/SRR6915104/SRR6915104_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/004/SRR6915104/SRR6915104_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/004/SRR6915104/SRR6915104_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/004/SRR6915104/SRR6915104_2.fastq.gz							1887117193	7d57e8696307d2e481d4798e64efa673	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/004/SRR6915104	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/004/SRR6915104	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/004/SRR6915104				SBJ26C		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08813975	SRS3104959	SRX3862905	SRR6915105	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	SBJ25C		PAIRED	WGS	METAGENOMIC	RANDOM	15169898	3006599760	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: SBJ25C	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	SBJ25C	CRC_MR_SBJ25C_17_R2.fastq.bz2	999766849;973117586	ad6eb1996bf479329f52b2fd002fdac7;ab9a5997446162409e341c94200ceb22	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/005/SRR6915105/SRR6915105_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/005/SRR6915105/SRR6915105_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/005/SRR6915105/SRR6915105_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/005/SRR6915105/SRR6915105_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/005/SRR6915105/SRR6915105_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/005/SRR6915105/SRR6915105_2.fastq.gz							1463044924	b46e1149602fef68266c20e11cddb0d1	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/005/SRR6915105	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/005/SRR6915105	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/005/SRR6915105				SBJ25C		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08813925	SRS3104958	SRX3862904	SRR6915106	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	SBJ24H		PAIRED	WGS	METAGENOMIC	RANDOM	17724143	3513547084	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: SBJ24H	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	SBJ24H	CRC_MR_SBJ24H_17_R2.fastq.bz2	1146422656;1146398648	5da847154c6cf64f60c6ba6eb42102fb;8a9a7562d001d4ff0f6dcdf059918341	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/006/SRR6915106/SRR6915106_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/006/SRR6915106/SRR6915106_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/006/SRR6915106/SRR6915106_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/006/SRR6915106/SRR6915106_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/006/SRR6915106/SRR6915106_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/006/SRR6915106/SRR6915106_2.fastq.gz							1694910325	a0e5c847deb96a59e861b2aa16556a36	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/006/SRR6915106	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/006/SRR6915106	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/006/SRR6915106				SBJ24H		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08813949	SRS3104956	SRX3862903	SRR6915107	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	SBJ22C		PAIRED	WGS	METAGENOMIC	RANDOM	11359926	2249748272	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: SBJ22C	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	SBJ22C	CRC_MR_SBJ22C_17_R1.fastq.bz2	733021999;726502079	8b61c4e287d0a0a09257f55bfc62d6d8;72afe59ad6bf044d9e59544c44ebc56e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/007/SRR6915107/SRR6915107_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/007/SRR6915107/SRR6915107_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/007/SRR6915107/SRR6915107_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/007/SRR6915107/SRR6915107_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/007/SRR6915107/SRR6915107_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/007/SRR6915107/SRR6915107_2.fastq.gz							1080606180	83e4881a6b08f5f9f77c2a85a5264d54	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/007/SRR6915107	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/007/SRR6915107	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/007/SRR6915107				SBJ22C		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08813963	SRS3104957	SRX3862902	SRR6915108	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	SBJ21H		PAIRED	WGS	METAGENOMIC	RANDOM	17622946	3491145970	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: SBJ21H	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	SBJ21H	CRC_MR_SBJ21H_17_R1.fastq.bz2	1132778408;1124259234	ccbd19eba096c26da7358219a39255f9;a40d51aa0e6d29a3f7a1d3dbdbf1e438	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/008/SRR6915108/SRR6915108_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/008/SRR6915108/SRR6915108_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/008/SRR6915108/SRR6915108_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/008/SRR6915108/SRR6915108_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/008/SRR6915108/SRR6915108_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/008/SRR6915108/SRR6915108_2.fastq.gz							1668698385	08a5876f434241ff4d7703ee9269892d	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/008/SRR6915108	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/008/SRR6915108	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/008/SRR6915108				SBJ21H		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08813954	SRS3104955	SRX3862901	SRR6915109	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	SBJ20C		PAIRED	WGS	METAGENOMIC	RANDOM	31279186	6221628252	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: SBJ20C	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	SBJ20C	CRC_MR_SBJ20C_17_R1.fastq.bz2	2039654019;2040061217	be0bc88f2f20f8f17f0f7a5f7d7909cf;72ca54afe5458832e77ed7b407f19b2f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/009/SRR6915109/SRR6915109_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/009/SRR6915109/SRR6915109_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/009/SRR6915109/SRR6915109_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/009/SRR6915109/SRR6915109_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/009/SRR6915109/SRR6915109_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/009/SRR6915109/SRR6915109_2.fastq.gz							3015097447	f8b5c54b77e74021fe7ca33fca346807	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/009/SRR6915109	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/009/SRR6915109	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/009/SRR6915109				SBJ20C		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08813964	SRS3104951	SRX3862900	SRR6915110	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	SBJ18H		PAIRED	WGS	METAGENOMIC	RANDOM	13249683	2634209575	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: SBJ18H	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	SBJ18H	CRC_MR_SBJ18H_17_R1.fastq.bz2	856905620;856151598	b5789372c64b609d813a6e683e6a82bb;483d3e8ce24c82789bf5b895b4234ee2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/000/SRR6915110/SRR6915110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/000/SRR6915110/SRR6915110_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/000/SRR6915110/SRR6915110_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/000/SRR6915110/SRR6915110_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/000/SRR6915110/SRR6915110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/000/SRR6915110/SRR6915110_2.fastq.gz							1265842059	3bc05e691295f2a8682e6671b7dd3cb1	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/000/SRR6915110	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/000/SRR6915110	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/000/SRR6915110				SBJ18H		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08813955	SRS3104953	SRX3862899	SRR6915111	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	SBJ17H		PAIRED	WGS	METAGENOMIC	RANDOM	35522909	7070005093	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: SBJ17H	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	SBJ17H	CRC_MR_SBJ17H_17_R2.fastq.bz2	2301742491;2290021738	3a02c5018a00a3a4d9a69f45b759cdf8;34363ff8298dbb4f51d1873dc22f2f24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/001/SRR6915111/SRR6915111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/001/SRR6915111/SRR6915111_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/001/SRR6915111/SRR6915111_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/001/SRR6915111/SRR6915111_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/001/SRR6915111/SRR6915111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/001/SRR6915111/SRR6915111_2.fastq.gz							3385675871	2089c1c3539a390b4d0083d33e737c3b	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/001/SRR6915111	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/001/SRR6915111	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/001/SRR6915111				SBJ17H		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08813923	SRS3104954	SRX3862898	SRR6915112	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	SBJ16H		PAIRED	WGS	METAGENOMIC	RANDOM	21283739	4232924418	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: SBJ16H	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	SBJ16H	CRC_MR_SBJ16H_17_R1.fastq.bz2	1381285227;1376384889	3b0f25406c64d1478b8efd6b132b7007;86846b6a0e2b0cf75b4720973559e01a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/002/SRR6915112/SRR6915112_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/002/SRR6915112/SRR6915112_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/002/SRR6915112/SRR6915112_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/002/SRR6915112/SRR6915112_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/002/SRR6915112/SRR6915112_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/002/SRR6915112/SRR6915112_2.fastq.gz							2037756906	edd45083885ea88e54fc24b0e40d5750	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/002/SRR6915112	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/002/SRR6915112	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/002/SRR6915112				SBJ16H		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08814055	SRS3104952	SRX3862897	SRR6915113	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	VF171		PAIRED	WGS	METAGENOMIC	RANDOM	64334812	12792394056	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: VF171	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	VF171	LILT_VF171_T016_R2.fastq.bz2	4180363532;4189181728	60b91b4cc77071c02574ccf9a864d194;110e3ee17b4434e9df914f81c0e6ed4b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/003/SRR6915113/SRR6915113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/003/SRR6915113/SRR6915113_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/003/SRR6915113/SRR6915113_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/003/SRR6915113/SRR6915113_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/003/SRR6915113/SRR6915113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/003/SRR6915113/SRR6915113_2.fastq.gz							6227038975	5236d3b406aab39093ace26a3818f42e	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/003/SRR6915113	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/003/SRR6915113	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/003/SRR6915113				VF171		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08813943	SRS3104948	SRX3862896	SRR6915114	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	SBJ69H		PAIRED	WGS	METAGENOMIC	RANDOM	16002641	3181709591	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: SBJ69H	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	SBJ69H	CRC_MR_SBJ69H_17_R2.fastq.bz2	1048728602;1058580181	0ca445489b235836ed0b7cefdaa8e766;a7fdbccb19a27f31c6ae2816adc31012	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/004/SRR6915114/SRR6915114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/004/SRR6915114/SRR6915114_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/004/SRR6915114/SRR6915114_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/004/SRR6915114/SRR6915114_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/004/SRR6915114/SRR6915114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/004/SRR6915114/SRR6915114_2.fastq.gz							1561122104	5bf201c2098632695aaf6957f2238bc5	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/004/SRR6915114	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/004/SRR6915114	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/004/SRR6915114				SBJ69H		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08813998	SRS3104946	SRX3862895	SRR6915115	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	VF166		PAIRED	WGS	METAGENOMIC	RANDOM	13853879	2751055252	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: VF166	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	VF166	LILT_VF166_T017_R1.fastq.bz2	894731930;923662949	8f1f2888a6763f0fa8172f60751f5f4c;acfb4011e622a04e5e4f4ea9aebf90ea	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/005/SRR6915115/SRR6915115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/005/SRR6915115/SRR6915115_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/005/SRR6915115/SRR6915115_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/005/SRR6915115/SRR6915115_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/005/SRR6915115/SRR6915115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/005/SRR6915115/SRR6915115_2.fastq.gz							1349349218	f949b61781eec8accf3a003dc7fcd474	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/005/SRR6915115	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/005/SRR6915115	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/005/SRR6915115				VF166		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08814042	SRS3104950	SRX3862894	SRR6915116	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	VF170		PAIRED	WGS	METAGENOMIC	RANDOM	19702078	3902857335	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: VF170	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	VF170	LILT_VF170_T016_R2.fastq.bz2	1392385297;1274156474	1bb73f80be50189b8e42bc5170b78e10;73e1ee59dc4d837ac9b8e3ae70a62137	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/006/SRR6915116/SRR6915116_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/006/SRR6915116/SRR6915116_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/006/SRR6915116/SRR6915116_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/006/SRR6915116/SRR6915116_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/006/SRR6915116/SRR6915116_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/006/SRR6915116/SRR6915116_2.fastq.gz							1999158883	57cc3aebccb87fe38461283cafaa9277	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/006/SRR6915116	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/006/SRR6915116	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/006/SRR6915116				VF170		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
